Month,Product_Category,Previous_Sales,Seasonality_Factor,Demand
8,Beverages,71,1.2,101
12,Confectionery,424,1.8,873
6,Beverages,150,1.5,252
1,Beverages,88,1.0,74
4,Beverages,339,1.0,373
1,Confectionery,402,1.0,356
2,Snacks,349,1.1,457
5,Snacks,219,1.3,233
8,Snacks,345,1.2,389
8,Confectionery,402,1.2,468
11,Beverages,445,1.6,804
3,Beverages,179,1.2,237
11,Confectionery,205,1.6,311
4,Confectionery,123,1.0,126
10,Snacks,391,1.4,620
11,Snacks,139,1.6,179
6,Confectionery,116,1.5,195
11,Snacks,285,1.6,537
11,Beverages,249,1.6,323
10,Confectionery,381,1.4,436
3,Confectionery,276,1.2,310
2,Beverages,397,1.1,364
6,Beverages,282,1.5,419
11,Beverages,315,1.6,550
5,Snacks,135,1.3,180
10,Confectionery,151,1.4,185
5,Snacks,490,1.3,676
10,Beverages,263,1.4,395
5,Snacks,157,1.3,239
10,Beverages,214,1.4,257
12,Snacks,140,1.8,271
5,Snacks,241,1.3,364
3,Beverages,384,1.2,461
7,Snacks,135,1.4,178
6,Confectionery,271,1.5,352
4,Snacks,412,1.0,472
2,Snacks,473,1.1,498
12,Confectionery,150,1.8,315
9,Beverages,275,1.3,407
1,Confectionery,413,1.0,392
11,Snacks,109,1.6,179
4,Beverages,299,1.0,242
1,Snacks,97,1.0,87
6,Snacks,166,1.5,269
4,Confectionery,276,1.0,295
5,Confectionery,411,1.3,502
5,Beverages,452,1.3,660
9,Beverages,82,1.3,95
1,Beverages,93,1.0,91
2,Snacks,214,1.1,232
6,Confectionery,417,1.5,585
5,Confectionery,394,1.3,605
11,Confectionery,341,1.6,588
7,Beverages,386,1.4,548
3,Confectionery,393,1.2,473
3,Confectionery,454,1.2,470
10,Confectionery,435,1.4,577
2,Beverages,336,1.1,395
3,Confectionery,413,1.2,579
10,Beverages,274,1.4,432
1,Confectionery,335,1.0,308
5,Confectionery,253,1.3,320
12,Confectionery,221,1.8,331
5,Beverages,61,1.3,66
12,Beverages,356,1.8,633
11,Confectionery,170,1.6,275
7,Snacks,482,1.4,611
4,Beverages,293,1.0,309
3,Beverages,201,1.2,260
1,Confectionery,201,1.0,184
12,Snacks,237,1.8,470
8,Confectionery,444,1.2,470
3,Beverages,62,1.2,75
2,Beverages,140,1.1,172
11,Confectionery,249,1.6,404
4,Confectionery,123,1.0,143
3,Snacks,305,1.2,301
1,Snacks,497,1.0,514
3,Beverages,325,1.2,399
12,Snacks,377,1.8,722
2,Snacks,378,1.1,471
8,Beverages,120,1.2,157
6,Beverages,127,1.5,212
9,Beverages,333,1.3,396
8,Beverages,179,1.2,205
10,Confectionery,426,1.4,626
3,Beverages,92,1.2,112
5,Beverages,57,1.3,87
7,Beverages,62,1.4,75
5,Snacks,262,1.3,320
8,Beverages,160,1.2,197
12,Confectionery,340,1.8,702
5,Confectionery,72,1.3,109
1,Beverages,351,1.0,327
5,Confectionery,303,1.3,325
4,Snacks,64,1.0,61
6,Beverages,179,1.5,257
3,Confectionery,110,1.2,157
11,Confectionery,164,1.6,255
5,Beverages,369,1.3,442
2,Confectionery,357,1.1,371
11,Beverages,469,1.6,719
6,Confectionery,374,1.5,633
12,Snacks,116,1.8,173
6,Confectionery,298,1.5,414
5,Confectionery,224,1.3,345
6,Beverages,388,1.5,501
11,Confectionery,51,1.6,89
7,Beverages,221,1.4,291
12,Snacks,497,1.8,923
5,Beverages,383,1.3,418
1,Beverages,333,1.0,307
8,Confectionery,103,1.2,123
4,Snacks,116,1.0,103
9,Beverages,469,1.3,619
10,Confectionery,151,1.4,187
12,Confectionery,169,1.8,322
6,Beverages,240,1.5,418
1,Confectionery,458,1.0,382
3,Beverages,353,1.2,375
3,Beverages,472,1.2,644
10,Beverages,96,1.4,141
12,Snacks,271,1.8,405
12,Beverages,70,1.8,125
4,Confectionery,207,1.0,182
6,Snacks,397,1.5,523
7,Confectionery,208,1.4,342
10,Snacks,426,1.4,658
4,Snacks,421,1.0,454
6,Snacks,459,1.5,616
11,Snacks,284,1.6,385
1,Confectionery,199,1.0,228
8,Beverages,454,1.2,437
7,Confectionery,306,1.4,409
11,Beverages,214,1.6,311
11,Confectionery,126,1.6,207
9,Snacks,134,1.3,156
3,Snacks,95,1.2,105
2,Beverages,442,1.1,554
1,Beverages,450,1.0,468
3,Confectionery,96,1.2,98
5,Beverages,262,1.3,371
11,Confectionery,108,1.6,152
2,Beverages,103,1.1,110
12,Beverages,391,1.8,745
3,Beverages,61,1.2,66
4,Snacks,241,1.0,229
7,Snacks,55,1.4,84
3,Confectionery,358,1.2,504
9,Beverages,193,1.3,253
8,Confectionery,395,1.2,381
4,Beverages,310,1.0,289
1,Snacks,122,1.0,117
1,Snacks,223,1.0,208
1,Beverages,281,1.0,273
1,Beverages,319,1.0,335
8,Snacks,477,1.2,485
3,Snacks,496,1.2,541
6,Confectionery,411,1.5,618
3,Snacks,271,1.2,301
11,Beverages,101,1.6,193
5,Confectionery,165,1.3,208
7,Beverages,75,1.4,120
2,Confectionery,102,1.1,129
6,Beverages,414,1.5,704
6,Snacks,78,1.5,95
11,Beverages,68,1.6,128
3,Confectionery,352,1.2,359
6,Beverages,441,1.5,538
10,Confectionery,328,1.4,443
10,Beverages,166,1.4,204
5,Snacks,155,1.3,176
12,Snacks,468,1.8,770
2,Beverages,358,1.1,354
9,Beverages,276,1.3,385
8,Beverages,401,1.2,420
3,Confectionery,235,1.2,286
8,Beverages,310,1.2,444
9,Beverages,65,1.3,82
3,Confectionery,322,1.2,408
3,Snacks,209,1.2,297
2,Beverages,407,1.1,382
8,Beverages,299,1.2,347
10,Snacks,273,1.4,435
1,Snacks,305,1.0,357
8,Confectionery,229,1.2,285
7,Beverages,69,1.4,82
7,Beverages,161,1.4,261
3,Confectionery,169,1.2,176
1,Snacks,243,1.0,228
4,Confectionery,160,1.0,152
9,Snacks,259,1.3,329
5,Confectionery,50,1.3,72
1,Snacks,107,1.0,119
5,Confectionery,142,1.3,200
8,Snacks,270,1.2,262
8,Snacks,260,1.2,320
5,Snacks,477,1.3,681
12,Snacks,281,1.8,494
9,Snacks,311,1.3,476
1,Beverages,413,1.0,466
4,Snacks,152,1.0,160
3,Beverages,99,1.2,98
2,Snacks,423,1.1,493
8,Beverages,159,1.2,222
7,Beverages,137,1.4,182
9,Confectionery,69,1.3,101
2,Snacks,63,1.1,64
4,Confectionery,182,1.0,187
6,Confectionery,474,1.5,753
11,Snacks,345,1.6,591
3,Confectionery,83,1.2,114
8,Snacks,429,1.2,460
3,Confectionery,257,1.2,279
12,Snacks,350,1.8,681
2,Snacks,248,1.1,237
3,Snacks,129,1.2,152
11,Beverages,120,1.6,155
6,Confectionery,204,1.5,262
2,Beverages,127,1.1,149
8,Confectionery,127,1.2,167
1,Confectionery,221,1.0,186
7,Confectionery,338,1.4,421
2,Beverages,82,1.1,75
10,Confectionery,349,1.4,475
12,Beverages,325,1.8,497
6,Snacks,416,1.5,608
12,Confectionery,469,1.8,922
2,Confectionery,56,1.1,66
2,Snacks,209,1.1,209
10,Snacks,289,1.4,432
8,Confectionery,472,1.2,663
12,Snacks,73,1.8,123
2,Beverages,263,1.1,269
7,Beverages,119,1.4,171
3,Confectionery,417,1.2,449
8,Beverages,265,1.2,337
7,Beverages,153,1.4,242
8,Confectionery,264,1.2,311
7,Snacks,103,1.4,154
11,Confectionery,343,1.6,582
6,Beverages,379,1.5,463
7,Confectionery,385,1.4,470
5,Confectionery,252,1.3,379
7,Beverages,337,1.4,554
1,Beverages,94,1.0,104
1,Confectionery,366,1.0,427
9,Beverages,247,1.3,296
5,Beverages,265,1.3,309
5,Beverages,358,1.3,443
3,Beverages,433,1.2,427
5,Beverages,484,1.3,707
3,Beverages,381,1.2,545
9,Snacks,233,1.3,342
9,Confectionery,76,1.3,100
6,Beverages,215,1.5,296
1,Confectionery,367,1.0,322
7,Snacks,323,1.4,427
7,Beverages,432,1.4,645
10,Confectionery,414,1.4,567
10,Beverages,152,1.4,249
4,Beverages,497,1.0,567
8,Beverages,382,1.2,385
6,Beverages,422,1.5,539
4,Beverages,153,1.0,163
4,Beverages,463,1.0,413
2,Beverages,294,1.1,361
2,Snacks,354,1.1,403
12,Snacks,218,1.8,349
4,Beverages,165,1.0,163
5,Beverages,190,1.3,237
8,Snacks,467,1.2,644
6,Snacks,405,1.5,493
4,Snacks,174,1.0,201
11,Beverages,74,1.6,125
7,Confectionery,243,1.4,372
8,Confectionery,433,1.2,416
2,Confectionery,149,1.1,172
12,Confectionery,451,1.8,840
7,Beverages,54,1.4,76
2,Confectionery,68,1.1,83
2,Snacks,219,1.1,246
8,Snacks,323,1.2,442
2,Confectionery,303,1.1,297
11,Snacks,170,1.6,305
9,Beverages,81,1.3,91
12,Confectionery,198,1.8,401
1,Confectionery,315,1.0,370
9,Beverages,86,1.3,104
1,Snacks,226,1.0,228
10,Beverages,391,1.4,582
10,Beverages,62,1.4,72
2,Snacks,232,1.1,254
6,Beverages,194,1.5,274
6,Snacks,314,1.5,541
1,Snacks,137,1.0,157
7,Beverages,477,1.4,721
8,Snacks,95,1.2,121
2,Beverages,441,1.1,530
8,Snacks,168,1.2,190
9,Confectionery,470,1.3,587
6,Snacks,68,1.5,104
5,Snacks,496,1.3,757
12,Beverages,269,1.8,527
9,Snacks,479,1.3,635
12,Confectionery,282,1.8,562
11,Confectionery,143,1.6,216
9,Snacks,300,1.3,425
1,Snacks,299,1.0,288
11,Confectionery,331,1.6,482
3,Beverages,281,1.2,351
9,Confectionery,95,1.3,132
11,Confectionery,423,1.6,665
2,Snacks,95,1.1,107
12,Snacks,63,1.8,122
4,Confectionery,134,1.0,148
4,Beverages,368,1.0,426
2,Confectionery,377,1.1,390
3,Confectionery,52,1.2,73
3,Beverages,77,1.2,97
1,Confectionery,430,1.0,479
6,Confectionery,206,1.5,333
8,Snacks,392,1.2,415
12,Beverages,451,1.8,672
3,Snacks,468,1.2,612
5,Snacks,382,1.3,498
1,Beverages,381,1.0,411
10,Beverages,224,1.4,310
7,Confectionery,163,1.4,211
10,Snacks,438,1.4,560
1,Beverages,380,1.0,415
12,Snacks,299,1.8,490
11,Snacks,108,1.6,187
9,Beverages,252,1.3,312
8,Confectionery,364,1.2,484
7,Snacks,288,1.4,345
10,Beverages,283,1.4,349
7,Confectionery,352,1.4,529
5,Snacks,144,1.3,191
5,Beverages,190,1.3,217
11,Snacks,383,1.6,711
5,Beverages,162,1.3,191
1,Beverages,158,1.0,153
8,Snacks,411,1.2,434
12,Snacks,394,1.8,677
11,Beverages,338,1.6,538
1,Confectionery,146,1.0,134
4,Snacks,495,1.0,548
9,Beverages,384,1.3,478
9,Beverages,65,1.3,92
5,Confectionery,93,1.3,106
4,Confectionery,491,1.0,466
3,Confectionery,425,1.2,409
3,Snacks,279,1.2,369
12,Beverages,439,1.8,829
5,Beverages,157,1.3,230
10,Beverages,266,1.4,365
1,Confectionery,448,1.0,501
5,Beverages,309,1.3,425
6,Snacks,361,1.5,433
7,Confectionery,369,1.4,465
12,Confectionery,245,1.8,439
9,Confectionery,467,1.3,635
3,Confectionery,144,1.2,142
2,Snacks,105,1.1,124
3,Beverages,81,1.2,98
12,Snacks,280,1.8,509
9,Beverages,421,1.3,501
12,Snacks,58,1.8,108
7,Confectionery,240,1.4,272
9,Confectionery,410,1.3,440
2,Snacks,249,1.1,299
5,Snacks,383,1.3,462
4,Beverages,210,1.0,197
2,Snacks,136,1.1,132
9,Snacks,70,1.3,89
9,Beverages,360,1.3,384
6,Beverages,125,1.5,172
11,Beverages,490,1.6,792
6,Snacks,435,1.5,643
8,Beverages,190,1.2,273
6,Confectionery,175,1.5,250
1,Confectionery,300,1.0,286
4,Confectionery,437,1.0,437
7,Snacks,133,1.4,163
2,Confectionery,483,1.1,611
9,Snacks,420,1.3,561
8,Snacks,97,1.2,102
8,Confectionery,428,1.2,573
7,Beverages,127,1.4,144
4,Snacks,79,1.0,94
2,Confectionery,334,1.1,421
3,Snacks,185,1.2,229
12,Beverages,189,1.8,287
6,Beverages,90,1.5,119
12,Confectionery,331,1.8,543
12,Snacks,99,1.8,159
5,Snacks,307,1.3,398
12,Snacks,360,1.8,763
8,Snacks,409,1.2,479
6,Confectionery,489,1.5,780
6,Beverages,319,1.5,514
1,Confectionery,183,1.0,210
4,Snacks,283,1.0,230
5,Snacks,177,1.3,221
12,Beverages,153,1.8,306
11,Snacks,303,1.6,545
3,Confectionery,144,1.2,202
9,Confectionery,386,1.3,542
1,Beverages,266,1.0,238
6,Confectionery,110,1.5,165
6,Confectionery,317,1.5,386
10,Confectionery,290,1.4,429
5,Confectionery,62,1.3,82
12,Snacks,196,1.8,376
5,Confectionery,477,1.3,726
10,Beverages,289,1.4,434
5,Beverages,138,1.3,166
6,Confectionery,144,1.5,189
8,Beverages,364,1.2,498
2,Confectionery,342,1.1,330
6,Beverages,74,1.5,95
1,Beverages,321,1.0,283
4,Confectionery,215,1.0,215
10,Confectionery,476,1.4,566
3,Snacks,299,1.2,421
9,Confectionery,136,1.3,209
3,Confectionery,191,1.2,272
6,Snacks,183,1.5,223
1,Confectionery,328,1.0,386
12,Confectionery,175,1.8,377
6,Snacks,365,1.5,644
4,Confectionery,445,1.0,475
8,Confectionery,190,1.2,246
11,Snacks,405,1.6,550
9,Snacks,152,1.3,227
4,Beverages,275,1.0,226
10,Confectionery,439,1.4,569
12,Beverages,112,1.8,241
10,Beverages,343,1.4,465
6,Snacks,433,1.5,553
1,Confectionery,355,1.0,421
4,Confectionery,303,1.0,361
7,Snacks,229,1.4,280
12,Beverages,89,1.8,183
1,Snacks,313,1.0,299
8,Confectionery,238,1.2,272
12,Snacks,57,1.8,92
10,Confectionery,153,1.4,175
12,Beverages,274,1.8,447
11,Confectionery,83,1.6,109
6,Beverages,285,1.5,500
5,Beverages,277,1.3,383
10,Confectionery,237,1.4,383
11,Confectionery,362,1.6,629
9,Beverages,479,1.3,530
2,Snacks,71,1.1,91
5,Confectionery,392,1.3,591
6,Beverages,89,1.5,125
7,Beverages,222,1.4,262
5,Snacks,488,1.3,686
9,Confectionery,228,1.3,323
1,Beverages,135,1.0,156
7,Snacks,182,1.4,209
10,Beverages,400,1.4,479
7,Confectionery,62,1.4,90
4,Snacks,77,1.0,80
9,Beverages,133,1.3,140
12,Snacks,367,1.8,633
11,Confectionery,398,1.6,658
5,Snacks,392,1.3,558
4,Confectionery,329,1.0,304
7,Beverages,403,1.4,560
4,Confectionery,312,1.0,351
3,Beverages,215,1.2,304
9,Beverages,342,1.3,396
11,Confectionery,117,1.6,168
8,Beverages,275,1.2,388
1,Snacks,219,1.0,209
7,Beverages,135,1.4,205
9,Confectionery,182,1.3,247
8,Snacks,497,1.2,545
8,Snacks,227,1.2,289
6,Beverages,392,1.5,624
11,Beverages,301,1.6,499
4,Confectionery,64,1.0,53
8,Snacks,272,1.2,391
3,Confectionery,428,1.2,493
9,Beverages,250,1.3,342
2,Snacks,156,1.1,198
2,Confectionery,299,1.1,318
12,Confectionery,486,1.8,970
12,Confectionery,458,1.8,979
7,Confectionery,138,1.4,182
12,Confectionery,174,1.8,301
10,Snacks,162,1.4,263
4,Confectionery,186,1.0,160
10,Snacks,296,1.4,336
8,Confectionery,215,1.2,300
9,Beverages,199,1.3,291
7,Beverages,412,1.4,685
5,Confectionery,392,1.3,419
8,Beverages,482,1.2,498
4,Snacks,117,1.0,98
2,Confectionery,270,1.1,318
11,Snacks,320,1.6,533
12,Confectionery,370,1.8,628
6,Beverages,359,1.5,443
9,Snacks,463,1.3,635
1,Beverages,398,1.0,409
11,Beverages,69,1.6,93
10,Confectionery,338,1.4,550
12,Snacks,149,1.8,235
7,Beverages,301,1.4,462
10,Confectionery,126,1.4,203
9,Confectionery,184,1.3,246
10,Confectionery,441,1.4,554
9,Beverages,461,1.3,553
10,Confectionery,222,1.4,358
11,Snacks,412,1.6,606
3,Snacks,250,1.2,329
11,Beverages,266,1.6,509
5,Snacks,425,1.3,662
8,Confectionery,257,1.2,312
8,Beverages,123,1.2,166
4,Confectionery,60,1.0,71
12,Beverages,336,1.8,574
11,Beverages,305,1.6,439
11,Confectionery,61,1.6,82
1,Snacks,429,1.0,367
1,Snacks,127,1.0,144
4,Beverages,484,1.0,501
6,Confectionery,221,1.5,381
8,Confectionery,145,1.2,194
6,Beverages,355,1.5,569
12,Snacks,422,1.8,792
9,Confectionery,322,1.3,342
9,Snacks,468,1.3,698
2,Snacks,434,1.1,461
10,Beverages,462,1.4,662
1,Beverages,228,1.0,184
2,Snacks,113,1.1,145
5,Confectionery,181,1.3,273
4,Confectionery,392,1.0,398
4,Beverages,461,1.0,475
9,Snacks,321,1.3,451
11,Confectionery,368,1.6,533
8,Confectionery,381,1.2,406
6,Beverages,486,1.5,779
1,Snacks,390,1.0,328
2,Confectionery,158,1.1,170
6,Beverages,322,1.5,481
11,Confectionery,217,1.6,330
2,Confectionery,446,1.1,428
10,Confectionery,229,1.4,302
5,Beverages,107,1.3,130
5,Snacks,470,1.3,610
6,Beverages,128,1.5,205
6,Snacks,110,1.5,195
6,Confectionery,418,1.5,537
2,Snacks,170,1.1,214
10,Confectionery,256,1.4,327
3,Confectionery,83,1.2,103
6,Beverages,119,1.5,181
8,Confectionery,66,1.2,81
12,Beverages,69,1.8,135
11,Snacks,364,1.6,554
12,Snacks,118,1.8,197
1,Confectionery,264,1.0,301
1,Beverages,210,1.0,186
11,Confectionery,151,1.6,210
2,Beverages,425,1.1,376
11,Beverages,255,1.6,360
12,Beverages,194,1.8,351
12,Snacks,106,1.8,193
6,Beverages,132,1.5,178
9,Snacks,434,1.3,467
4,Beverages,318,1.0,349
3,Snacks,460,1.2,608
12,Snacks,236,1.8,509
8,Snacks,55,1.2,76
11,Confectionery,402,1.6,752
10,Beverages,399,1.4,625
9,Confectionery,159,1.3,216
12,Beverages,456,1.8,698
11,Beverages,187,1.6,313
5,Confectionery,100,1.3,106
9,Snacks,452,1.3,678
2,Beverages,100,1.1,109
3,Snacks,136,1.2,176
7,Confectionery,117,1.4,134
7,Snacks,133,1.4,188
6,Beverages,91,1.5,125
6,Beverages,268,1.5,367
2,Beverages,106,1.1,111
10,Confectionery,275,1.4,308
6,Beverages,245,1.5,362
4,Confectionery,297,1.0,295
12,Snacks,215,1.8,443
3,Beverages,111,1.2,130
11,Beverages,312,1.6,471
2,Beverages,161,1.1,212
1,Snacks,302,1.0,310
11,Beverages,248,1.6,392
11,Confectionery,227,1.6,362
5,Snacks,485,1.3,708
2,Snacks,75,1.1,77
2,Snacks,459,1.1,482
7,Snacks,295,1.4,455
8,Snacks,68,1.2,67
10,Confectionery,314,1.4,503
8,Snacks,366,1.2,426
4,Beverages,69,1.0,71
1,Snacks,155,1.0,170
11,Snacks,286,1.6,414
7,Snacks,355,1.4,574
1,Snacks,295,1.0,351
11,Snacks,130,1.6,207
4,Confectionery,199,1.0,233
8,Confectionery,446,1.2,428
2,Snacks,445,1.1,566
6,Confectionery,59,1.5,81
6,Beverages,370,1.5,513
12,Snacks,273,1.8,437
9,Beverages,463,1.3,557
5,Beverages,313,1.3,360
10,Snacks,198,1.4,322
4,Beverages,327,1.0,379
5,Beverages,323,1.3,353
12,Beverages,243,1.8,374
12,Snacks,481,1.8,991
10,Snacks,221,1.4,296
11,Beverages,314,1.6,435
5,Snacks,359,1.3,468
8,Snacks,75,1.2,87
10,Beverages,399,1.4,495
12,Snacks,405,1.8,793
8,Confectionery,75,1.2,94
2,Snacks,83,1.1,76
7,Confectionery,313,1.4,512
8,Beverages,187,1.2,229
11,Snacks,353,1.6,508
6,Beverages,232,1.5,307
5,Beverages,412,1.3,457
11,Beverages,291,1.6,451
9,Beverages,103,1.3,114
3,Beverages,217,1.2,251
12,Snacks,168,1.8,259
10,Confectionery,192,1.4,285
4,Snacks,130,1.0,144
9,Snacks,294,1.3,389
6,Snacks,451,1.5,725
8,Snacks,401,1.2,565
7,Confectionery,407,1.4,601
11,Snacks,456,1.6,689
2,Beverages,111,1.1,119
3,Snacks,95,1.2,130
1,Snacks,136,1.0,115
9,Confectionery,148,1.3,178
7,Confectionery,344,1.4,496
1,Beverages,448,1.0,479
3,Snacks,102,1.2,135
4,Snacks,241,1.0,223
4,Snacks,496,1.0,425
5,Beverages,129,1.3,198
3,Confectionery,65,1.2,64
3,Beverages,409,1.2,411
1,Snacks,375,1.0,374
7,Confectionery,243,1.4,383
11,Confectionery,190,1.6,337
10,Beverages,157,1.4,258
1,Confectionery,352,1.0,301
2,Confectionery,314,1.1,328
4,Snacks,496,1.0,452
4,Snacks,339,1.0,387
5,Confectionery,258,1.3,333
11,Confectionery,462,1.6,599
2,Beverages,214,1.1,254
4,Beverages,476,1.0,454
1,Confectionery,391,1.0,395
2,Snacks,420,1.1,534
1,Confectionery,369,1.0,333
10,Confectionery,201,1.4,252
10,Snacks,339,1.4,429
4,Snacks,481,1.0,449
4,Beverages,317,1.0,267
7,Beverages,200,1.4,302
10,Beverages,256,1.4,316
11,Beverages,304,1.6,569
11,Snacks,402,1.6,570
9,Confectionery,426,1.3,499
9,Beverages,190,1.3,226
5,Beverages,392,1.3,564
10,Snacks,407,1.4,553
1,Snacks,145,1.0,163
1,Confectionery,478,1.0,532
6,Confectionery,419,1.5,736
2,Snacks,276,1.1,334
8,Beverages,242,1.2,238
9,Beverages,352,1.3,519
4,Beverages,363,1.0,426
5,Confectionery,438,1.3,681
11,Beverages,426,1.6,579
8,Beverages,167,1.2,209
3,Snacks,54,1.2,57
5,Beverages,493,1.3,580
3,Snacks,401,1.2,528
12,Beverages,292,1.8,626
10,Confectionery,70,1.4,101
3,Beverages,201,1.2,275
3,Beverages,177,1.2,170
12,Snacks,173,1.8,253
7,Snacks,195,1.4,283
7,Snacks,326,1.4,436
7,Beverages,359,1.4,580
10,Beverages,443,1.4,571
8,Confectionery,201,1.2,234
5,Beverages,409,1.3,537
5,Confectionery,160,1.3,189
4,Snacks,165,1.0,191
7,Snacks,237,1.4,327
10,Snacks,106,1.4,143
4,Confectionery,300,1.0,341
2,Beverages,433,1.1,440
4,Snacks,456,1.0,513
8,Beverages,199,1.2,202
9,Beverages,211,1.3,239
3,Snacks,169,1.2,239
7,Confectionery,119,1.4,189
12,Beverages,461,1.8,792
9,Snacks,400,1.3,548
11,Beverages,148,1.6,278
4,Beverages,216,1.0,191
10,Beverages,347,1.4,400
3,Beverages,200,1.2,243
5,Beverages,375,1.3,417
1,Confectionery,51,1.0,44
3,Confectionery,201,1.2,278
8,Snacks,450,1.2,433
11,Confectionery,414,1.6,746
8,Confectionery,114,1.2,137
4,Confectionery,375,1.0,383
2,Beverages,118,1.1,138
8,Beverages,170,1.2,198
8,Snacks,158,1.2,160
10,Snacks,365,1.4,429
4,Snacks,296,1.0,326
3,Beverages,483,1.2,514
2,Confectionery,142,1.1,126
9,Confectionery,317,1.3,491
1,Beverages,152,1.0,181
7,Snacks,480,1.4,639
5,Snacks,161,1.3,169
8,Snacks,370,1.2,484
4,Beverages,460,1.0,520
7,Snacks,353,1.4,420
5,Snacks,393,1.3,436
5,Beverages,111,1.3,162
9,Confectionery,349,1.3,530
9,Beverages,452,1.3,655
9,Beverages,492,1.3,563
12,Beverages,185,1.8,321
6,Beverages,104,1.5,162
6,Confectionery,157,1.5,203
5,Snacks,352,1.3,404
9,Beverages,307,1.3,364
10,Confectionery,302,1.4,424
8,Snacks,271,1.2,326
7,Snacks,418,1.4,658
7,Snacks,216,1.4,333
6,Beverages,478,1.5,835
5,Beverages,209,1.3,307
4,Snacks,498,1.0,448
3,Snacks,215,1.2,240
3,Snacks,254,1.2,304
6,Snacks,316,1.5,381
4,Snacks,187,1.0,217
12,Snacks,417,1.8,613
12,Confectionery,492,1.8,822
6,Snacks,395,1.5,608
3,Beverages,297,1.2,358
4,Beverages,104,1.0,110
9,Beverages,453,1.3,595
5,Snacks,258,1.3,299
7,Beverages,66,1.4,81
10,Confectionery,117,1.4,190
2,Snacks,182,1.1,181
5,Beverages,237,1.3,281
9,Confectionery,456,1.3,572
11,Confectionery,479,1.6,655
3,Beverages,357,1.2,429
9,Confectionery,187,1.3,259
11,Beverages,223,1.6,397
6,Confectionery,461,1.5,749
4,Snacks,146,1.0,125
7,Snacks,220,1.4,302
8,Snacks,203,1.2,198
6,Snacks,232,1.5,280
5,Snacks,291,1.3,369
6,Beverages,353,1.5,477
5,Snacks,334,1.3,466
8,Snacks,76,1.2,99
1,Snacks,451,1.0,522
11,Snacks,409,1.6,722
7,Confectionery,109,1.4,125
10,Snacks,251,1.4,333
10,Snacks,299,1.4,380
11,Beverages,411,1.6,627
2,Confectionery,118,1.1,112
9,Beverages,419,1.3,457
1,Snacks,70,1.0,70
11,Beverages,201,1.6,349
10,Beverages,151,1.4,228
6,Snacks,436,1.5,641
9,Confectionery,144,1.3,188
1,Confectionery,495,1.0,498
4,Beverages,410,1.0,441
4,Snacks,278,1.0,227
9,Beverages,174,1.3,245
11,Beverages,307,1.6,507
5,Beverages,371,1.3,424
5,Snacks,418,1.3,445
6,Snacks,475,1.5,600
1,Confectionery,285,1.0,287
1,Snacks,211,1.0,232
9,Beverages,91,1.3,110
3,Beverages,325,1.2,371
4,Confectionery,402,1.0,471
1,Snacks,117,1.0,103
9,Beverages,222,1.3,242
8,Confectionery,380,1.2,427
2,Confectionery,174,1.1,210
8,Beverages,219,1.2,276
7,Beverages,96,1.4,129
11,Snacks,310,1.6,588
6,Confectionery,266,1.5,436
1,Beverages,354,1.0,291
7,Confectionery,173,1.4,265
10,Snacks,342,1.4,387
7,Beverages,211,1.4,313
9,Snacks,250,1.3,287
1,Confectionery,451,1.0,486
2,Snacks,324,1.1,329
11,Snacks,255,1.6,468
9,Confectionery,89,1.3,108
9,Snacks,322,1.3,438
6,Confectionery,237,1.5,325
6,Beverages,404,1.5,707
4,Confectionery,142,1.0,157
4,Confectionery,91,1.0,81
5,Beverages,428,1.3,656
3,Confectionery,156,1.2,176
1,Beverages,377,1.0,399
1,Beverages,114,1.0,125
12,Confectionery,414,1.8,602
7,Snacks,358,1.4,593
1,Snacks,184,1.0,172
1,Beverages,438,1.0,383
3,Snacks,73,1.2,99
10,Snacks,77,1.4,116
4,Confectionery,111,1.0,92
4,Beverages,322,1.0,272
2,Beverages,278,1.1,332
1,Confectionery,69,1.0,57
3,Snacks,52,1.2,72
11,Beverages,470,1.6,824
4,Snacks,267,1.0,249
3,Beverages,448,1.2,508
8,Beverages,356,1.2,428
10,Beverages,481,1.4,635
1,Beverages,185,1.0,205
2,Snacks,446,1.1,583
7,Snacks,481,1.4,696
4,Snacks,52,1.0,50
8,Snacks,242,1.2,258
11,Confectionery,122,1.6,207
3,Beverages,464,1.2,598
6,Beverages,410,1.5,660
9,Beverages,167,1.3,176
1,Confectionery,203,1.0,235
1,Snacks,258,1.0,241
8,Beverages,489,1.2,644
3,Snacks,83,1.2,109
5,Snacks,186,1.3,256
1,Confectionery,367,1.0,351
5,Confectionery,169,1.3,229
11,Snacks,164,1.6,214
6,Beverages,62,1.5,102
8,Beverages,118,1.2,118
3,Confectionery,474,1.2,545
3,Confectionery,382,1.2,385
12,Confectionery,306,1.8,625
11,Confectionery,138,1.6,225
11,Confectionery,96,1.6,165
10,Confectionery,309,1.4,464
9,Confectionery,277,1.3,409
4,Beverages,496,1.0,423
4,Confectionery,229,1.0,243
12,Confectionery,59,1.8,109
7,Beverages,333,1.4,378
2,Beverages,426,1.1,412
8,Snacks,175,1.2,190
6,Confectionery,183,1.5,227
3,Confectionery,204,1.2,230
9,Confectionery,297,1.3,313
5,Confectionery,189,1.3,250
8,Snacks,367,1.2,389
7,Beverages,485,1.4,621
8,Beverages,225,1.2,314
7,Confectionery,372,1.4,521
3,Confectionery,223,1.2,242
